Judul,Tanggal,Penulis,Label,Kota,Content,Url
"Pengendara yang Tewas di Taman Sari Disebut Bukan karena Hindari Lubang, tapi Kecelakaan Tunggal","Kompas.com - 20/03/2023, 20:07 WIB",Muhammad Isa Bustomi,Megapolitan,Taman Sari,"

JAKARTA, KOMPAS.com - Dinas Bina Marga DKI Jakarta membantah tewasnya seorang pengendara motor berinisial DP (20) di Jalan Kunir karena menghindari lubang. 
Adapun DP meninggal dunia usai terjatuh dan terlindas bus di Jalan Kunir, tepatnya di dekat Hotel 1001, Taman Sari, Jakarta Barat, Rabu (15/3/2023) sekitar pukul 17.30 WIB. ""Tidak. Tidak ada lubang. Bukan karena jalan berlubang. Sudah dicek sama petugas,"" ujar Kepala Dinas Bina Marga DKI Jakarta, Hari Nugroho di Gedung DPRD DKI Jakarta, Senin (20/3/2023).  Hari mengatakan, pengendara sepeda motor itu mengalami kecelakaan tunggal. Insiden tersebut terjadi karena pengendara motor itu diduga mengantuk saat berkendara.
Baca juga: Jadi Sorotan Heru Budi, Ada 15 Lubang Galian PLN di Jalan Margasatwa Raya yang Berkontur Naik Turun  ""Kecelakaan tunggal. Jadi memang kondisinya mengantuk atau apa,"" ucap Hari.  Informasi soal kecelakaan yang menyebabkan DP meninggal dunia itu sebelumnya beredar di media sosial.  Video evakuasi korban setelah kecelakaan itu diunggah oleh akun Instagram @infopriok pada lima hari lalu.  Dalam narasi unggahan video akun Instagram tersebut dituliskan bahwa korban terjatuh dan terlindas bus. ""Telah terjadi laka lantas di Kota Tua, Jakarta Barat. Menurut info, korban terjatuh karena terkena lubang. Korban seorang perempuan beralamat di Pepaya tujuh, Jakut,"" demikian akun Instagram tersebut.
Baca juga: Galian PLN Makan Separuh Jalan, Heru Budi Minta Proyek Dikebut: Kasihan Warga
 
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2023/03/20/20071961/pengendara-yang-tewas-di-taman-sari-disebut-bukan-karena-hindari-lubang
Belajar dari Kecelakaan Maut yang Menewaskan Pebulu Tangkis Syabda Perkasa,"Kompas.com - 20/03/2023, 13:09 WIB",Aprida Mega Nanda,News,Syabda Perkasa Belawa,"

JAKARTA, KOMPAS.com - Atlet bulu tangkis Syabda Perkasa Belawa meninggal dunia akibat kecelakaan lalu lintas di Tol Pemalang, Jawa Tengah, pada Senin (20/3/2023) dini hari.
Diketahui insiden tersebut menimpa Syabda saat sedang dalam perjalanan menuju ziarah ke makam sang nenek di Sragen, Jawa Tengah.
Kasat Lantas Polres Pemalang, AKP Achmad Riedwan Prevoost mengatakan, dugaan sementara kecelakaan tersebut bermula saat mobil Toyota Camry dengan nomor polisi B 1824 KBN menuju dari arah barat ke timur di lajur kiri dengan kecepatan di atas rata-rata.
Baca juga: Polda Metro Jaya Gunakan 98 Kamera ETLE Statis dan 60 Kamera Mobile
“Sesampainya di lokasi kejadian, diduga pengendara dalam kondisi mengantuk,” ucap Riedwan, dikutip dari Kompas.com, Senin (20/3/2023).
Selanjutnya, Camry yang ditumpangi Syabda membentur bagian belakang truk dengan nomor polisi AG 8711 V yang berada di depannya. Kecelakaan maut ini pun menyebabkan dua orang meninggal dunia termasuk Syabda.
Kompas.com/Fathan Radityasani ilustrasi lelah mengemudi
Insiden kecelakaan yang disebabkan karena pengemudi mengantuk memang cukup sering terjadi. Rata-rata sopir memaksakan diri tetap berkendara meskipun kondisi tubuh sudah lelah atau tidak bugar.
Jusri Pulubuhu, Founder & Training Director Jakarta Defensive Driving Consulting (JDDC) mengatakan, jika mulai merasa tanda-tanda mengantuk sebaiknya segera mencari tempat untuk istirahat.
Salah satu tanda mengantuk, otak sudah mulai tidak terstimulasi terhadap sesuatu yang dilihat. Kalau sudah seperti ini, tandanya pengendara sudah harus berhenti lalu diganti dengan sopir lainnya.
“Stimulus yaitu membaca apa yang kita lihat. Misalkan kita sedang mengemudi, kita lihat orang di pinggir jalan, kita langsung antisipasi kalau dia mau menyebrang atau apa, itu tandanya orang terstimulasi,” ucap Jusri.
Dok. Wika Serpan Tol Serang-Panimbang (Serpan) mengoperasikan rest area saat libur Natal dan Tahun Baru (Nataru) 2023 di KM 70+300.
“Atau kita lihat bus sedang menyusul, kita langsung antisipatif. Itu tandanya otak terstimulasi, sedangkan kalau kita lelah dan kantuk, tidak bisa,” lanjutnya. 

",http://otomotif.kompas.com/read/2023/03/20/130931915/belajar-dari-kecelakaan-maut-yang-menewaskan-pebulu-tangkis-syabda-perkasa
"Truk Tabrak Rumah Warga di Kabupaten Manggarai, Sopir Tewas","Kompas.com - 15/03/2023, 16:55 WIB","Kontributor Labuan Bajo, Nansianus Taris",Regional,"MANGGARAI, KOMPAS.com","
MANGGARAI, KOMPAS.com - Sebuah truk dengan nomor polisi EB 8123 menabrak rumah warga di Kampung Wewo, Desa Wewo, Kecamatan Satarmese, Kabupaten Manggarai, NTT, Rabu (15/3/2023).
Kasi Humas Polres Manggarai Ipda Made Budiarsa mengatakan, sopir truk tewas akibat kecelakaan tersebut.
Baca juga: Bobol Toko dan Gudang di 2 Kabupaten, 4 Pria di Manggarai Barat Ditangkap Polisi
Made mengatakan, kecelakaan lalu lintas itu terjadi pada (14/3/2023) pukul 14.15 Wita.
""Pengendara mobil tersebut Vinsensius Dasat (37) alamat Kampung Mesir, Desa Lungar, Kecamatan Satarmese, meninggal dunia setelah sempat dirawat di puskesmas terdekat,"" ungkap Ipda Made dalam keterangan tertulis yang diterima, Rabu sore.
Made menambahkan, penumpang bernama Yeremias Deder (33), mengalami luka robek pada telinga kanan dan kaki kanan.
Kronologi kecelakaan
Kecelakaan itu terjadi pada Selasa (14/3/2023). Truk merek Mitsubishi Ragasa dengan nomor polisi EB 8123 kuning yang dikemudikan Vinsensius Dasat melaju menuju Pong Nggeok.

Saat melaju di jalan menurun, truk tersebut diduga mengalami rem blong. Sopir pun tak bisa mengendalikan laju kendaraan.
Truk tersebut keluar dari badan jalan dan menabrak batu besar.
Baca juga: Harga Beras di Labuan Bajo Naik, Pemkab Manggarai Barat Akan Lakukan Operasi Pasar
""Mobil itu masuk kembali ke badan jalan lalu keluar badan jalan sebelah kanan dan menabrak rumah warga yang mengakibatkan pengemudi kendaraan meninggal dunia setelah sempat dirawat di Puskesmas Pong Nggeok,"" terangnya.
Ia menambahkan, penumpang kendaraan mengalami luka dan dirawat di Puskesmas Pong Nggeok. Sedangkan kendaraan dan rumah warga rusak parah.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2023/03/15/165557578/truk-tabrak-rumah-warga-di-kabupaten-manggarai-sopir-tewas
"Terlibat Kecelakaan Lalu Lintas di Malaysia, Pasangan Suami Istri Asal NTT Tewas","Kompas.com - 15/03/2023, 10:44 WIB","Kontributor Kupang, Sigiranus Marutho Bere",Regional,"KUPANG, KOMPAS.com","
KUPANG, KOMPAS.com - Bukhari Tokan (47) dan Rosida Lipat Mangan (44), pasangan suami istri (pasutri) asal Flores Timur, Nusa Tenggara Timur (NTT), yang berkerja di Malaysia, meninggal dunia usai mengalami kecelakaan lalu lintas. 
Jenazah keduanya diterbangkan dari Malaysia dan tiba di Jakarta, Selasa (14/3/2023). Jenazah pasutri itu langsung diterbangkan dari Jakarta dan tiba di Kupang pada Rabu pagi.
Baca juga: Tipu Pengurus Gereja Rp 33 Juta, Pria di NTT Ditangkap Polisi
""Jenazah pasutri ini tiba di Bandara El Tari Kupang dengan pesawat Batik Air, pukul 06.00 Wita,"" kata Kepala Sub Bagian Tata Usaha Balai Pelayanan Perlindungan Pekerja Migran (BP3MI) NTT Lukas Doni Pura, kepada Kompas.com, Rabu pagi.
Berdasarkan informasi yang diperoleh, lanjut Lukas, pasutri yang bekerja di lokasi pertanian daerah Papar, Kota Kinabalu, Malaysia, itu ditabrak mobil saat mengendarai sepeda motor, pada Minggu (5/3/2023). 
Sang istri, Rosida Lipat Mangan, meninggal dunia di tempat kejadian. 

Sedangkan Bukhari Tokan, meninggal pada Senin (6/3/2023), setelah menjalani perawatan medis di rumah sakit setempat. 
""Pasutri ini merupakan PMI nonprosedural (ilegal) karena tidak terdata di sistem kita,"" ujar dia. 
Meski begitu, pihaknya memfasilitasi pemulangan kedua jenazah hingga ke kampung halaman mereka.
Baca juga: Cuaca Buruk, Pesawat Garuda Indonesia Gagal Mendarat di Bandara El Tari Kupang
Rencananya, kedua jenazah dipulangkan ke Pulau Adonara, Kabupaten Flores Timur, menggunakan angkutan laut, Kapal Motor Sirimau, pada Rabu sore. 
""Saat ini, kedua jenazah masih disemayamkan sementara di rumah keluarga di Oebufu, Kota Kupang,"" kata Lukas.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2023/03/15/104445678/terlibat-kecelakaan-lalu-lintas-di-malaysia-pasangan-suami-istri-asal-ntt
"Mobil Pikap Kecelakaan, Kuda yang Dibawa Lepas dan Lari di Jalan Tol","Kompas.com - 14/03/2023, 18:03 WIB",Aditya Jaya Iswara,Global,"KEMAMAN, KOMPAS.com","
KEMAMAN, KOMPAS.com - Seekor kuda lepas dan lari di jalan tol setelah mobil pikap yang membawanya kecelakaan pada Minggu (12/3/2023) pukul 9.30 pagi waktu setempat.
Dikutip dari World of Buzz, kecelakaan ini terjadi di jalan tol Lebuh Raya Pantai Timur 2 (LPT 2), distrik Kemaman, negara bagian Terengganu, Malaysia.
Peristiwa ini pun viral di media sosial. Video menunjukkan pikap yang ringsek akibat kecelakaan dan seekor kuda putih berlarian di jalan tol tanpa tujuan.
Baca juga: Demi Hemat Bensin, Wanita Ini Tinggalkan Mobil Bertenaga Kuda, Beralih ke Kuda Sungguhan
@mumjalil
Moga Allah selamatkan pemandu dan kuda ini????????????????
? original sound - Mum
Dalam laporan Kosmo, disebutkan bahwa kuda tersebut akhirnya dapat dijinakkan dan ditangkap kembali oleh pemiliknya sekitar 1,5 jam kemudian sekitar pukul 11 siang.
Kepala Polisi Distrik Kemaman yaitu Hanyan Ramlan mengatakan, kejadian bermula saat mobil pikap Ford yang membawa kuda terlibat kecelakaan dengan sebuah truk.
Ia melanjutkan, pikap tersebut dalam perjalanan membawa kuda dari Johor Bahru ke Kuala Terengganu.


 
 
 

View this post on Instagram

 
 
 
A post shared by UtusanTV (@utusantv)


Baca juga:








Baca berita tanpa iklan. Gabung Kompas.com+


Misteri Pencurian Kuda Balap Juara Irlandia pada 1983
Tradisi Kyz Kuu, Saat Pacuan Kuda Dibalut Unsur Romansa
24 Kuda Nil Pablo Escobar Disterilkan karena Beranak Tak Terkendali

“Kecelakaan itu mengejutkan kuda yang kemudian keluar dan berlari tanpa tujuan di jalan raya. Kedua pengemudi yang tabrakan tidak mengalami luka serius,” jelasnya.
Para pengemudi masing-masing berusia 34 dan 48 tahun.
Baca juga: Kuda Sumomomomomomomomo Menang Balapan, Jadi Sensasi dan Viral di Medsos
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 
",http://www.kompas.com/global/read/2023/03/14/180300570/mobil-pikap-kecelakaan-kuda-yang-dibawa-lepas-dan-lari-di-jalan-tol
Mobil yang Ditumpangi Sespri Pj Gubernur Papua Barat Daya Kecelakaan di Sorong Selatan,"Kompas.com - 06/03/2023, 23:56 WIB","Kontributor Sorong, Maichel",Regional,"SORONG,KOMPAS.com ","
SORONG,KOMPAS.com - Sebuah mobil Toyota Fortuner yang ditumpangi Sekretaris Pribadi (Sespri) Penjabat (Pj) Gubernur Papua Barat Daya Muhammad Musa'ad mengalami kecelakaan saat kunjungan kerja ke Sorong Selatan, Senin (6/3/2023) pagi.
Kabid Humas Polda Papua Barat Kombes Pol Adam Erwindi mengatakan, kecelakaan itu terjadi di Kilometer 110, Kampung Klamit, Sorong Selatan, sekitar pukul 09.00 WIT. Mobil tersebut ikut dalam rombongan kendaraan Pj Gubernur Papua Barat Daya.
Baca juga: Eks Pangdam XVIII Kasuari Dilantik Jadi Ketua DPD PDI-P Papua Barat Daya
""Mobil tersebut off control atau hilang kendali salah satu penyebabnya jalan yang lincin berbelok sehingga pengendara kaget dan terjadi kecelakaan,"" kata Adam saat dihubungi, Senin.
Adam menjelaskan, mobil yang ditumpangi sekretaris pribadi Pj Gubernur itu dikendarai sopir berinisial NH.
""Sopir yang mengendarai inisialnya NH dan jenis mobil Fortuner berpelat DD 1854 RV warna hitam,"" ujarnya.
Adam menyebut, tak ada korban jiwa dalam kecelakaan tersebut.
""Untuk kerugian mobil saja, tidak ada korban jiwa bahkan semua penumpang dan sopir sudah dipindahkan ke mobil lainnya untuk melanjutkan perjalanan,"" ungkapnya.
Baca juga: UPDATE Covid-19 di Sulteng, Sultra, Maluku, Malut, Papua, dan Papua Barat 28 Februari 2023
Mobil yang mengalami kecelakaan itu pun dievakuasi oleh petugas.
""Saat ini anggota Lantas Polres Sorong Selatan masih berupaya untuk menarik mobil dari lokasi tempat kejadian,"" imbuhnya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2023/03/06/235653478/mobil-yang-ditumpangi-sespri-pj-gubernur-papua-barat-daya-kecelakaan-di
"Toyota Avanza Tabrak Rumah Warga di Maluku Tengah, Polisi: Pengemudi Mabuk","Kompas.com - 06/03/2023, 20:29 WIB","Kontributor Ambon, Rahmat Rahman Patty",Regional,"AMBON, KOMPAS.com","
AMBON, KOMPAS.com - Sebuah rumah warga di Desa Liang, Kecamatan Salahutu, Kabupaten Maluku Tengah, rusak parah setelah ditabrak mobil Toyota Avanza.
Insiden itu terjadi saat mobil yang dikendarai MN (30), melaju dengan kecepatan tinggi dari arah RT 01 menuju RT 03 di desa tersebut pada, Minggu (5/3/2023) malam.
Baca juga: Ketua DPRD Maluku Dukung Kapolda Tangkap Provokator Bentrokan di Maluku Tengah
Akibat insiden itu, rumah milik Mahani Samual dan mobil tersebut rusak parah.
“Kejadiannya tadi malam, jadi sopir ini melaju kencang dari arah RT 01 menuju RW 03,” kata Kepala Seksi Humas Polresta Pulau Ambon dan Pulau-Pulau Lease Iptu Moyo Utomo kepada Kompas.com, Senin (6/3/2023).

Moyo mengatakan, mobil tersebut hilang kendali dan akhirnya menabrak rumah warga karena sopir mabuk minuman beralkohol.
“Jadi pengendara mobil ini dalam pengaruh minuman keras, dia dalam keadaan mabuk” ujarnya.
Polisi yang mengetahui kejadian tersebut kemudian mendatangi lokasi untuk melakukan olah tempat kejadian perkara.
Baca juga: Polisi Kantongi Identitas Penganiaya Anggota TNI di Maluku Tengah, Minta Serahkan Diri
Menurut Moyo sopir kini telah ditahan untuk dimintai pertanggungjawabannya.
“Sopir sudah ditahan sudah diamankan,” katanya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2023/03/06/202913978/toyota-avanza-tabrak-rumah-warga-di-maluku-tengah-polisi-pengemudi-mabuk
"Mobil Polisi Malaysia Putar Balik Tajam, Ringsek Ditabrak Mobil Warga","Kompas.com - 05/03/2023, 20:12 WIB",Aditya Jaya Iswara,Global,"PETALING JAYA, KOMPAS.com","
PETALING JAYA, KOMPAS.com - Mobil PDRM (Polis Diraja Malaysia) yang putar balik tajam dan memotong lajur ditabrak mobil Myvi milik warga di Petaling Jaya.
Video kecelakaan lalu lintas tersebut terekam di dascham pengguna jalan lainnya dari arah berlawanan, kemudian viral di media sosial.
Dalam video ini, tampak mobil polisi Malaysia yang berada di lajur kiri tiba-tiba berbelok tajam untuk putar balik.
Baca juga: Sopir Bus Klub JDT Parkir di Tengah Jalan, Ditinggal Sarapan di Warung
Mobil Myvi yang berada di lajur kanan sedang berjalan lurus, dan karena mobil polisi itu tiba-tiba belok, mereka tidak sempat saling menghindar sehingga terjadilah kecelakaan.
Di akhir video, terlihat sisi pengemudi mobil polisi terjepit dan ringsek akibat benturan.

Kepala Polisi Distrik Petaling Jaya, Asisten Komisaris Mohamad Fakhrudin Abdul Hamid, mengatakan bahwa peristiwa itu terjadi pada sore hari tanggal 28 Februari 2023.
Dikutip dari World of Buzz pada Sabtu (4/3/2023), ia mengungkapkan, mobil polisi sedang melakukan patroli tindak kriminal ketika berbelok tajam.
Investigasi sudah dibuka dan surat panggilan dikeluarkan untuk polisi yang mengemudikan mobil tersebut.
Baca juga:








Baca berita tanpa iklan. Gabung Kompas.com+


Takut Covid-19, Ibu Ini Kunci Diri di Rumah 3 Tahun, Polisi Dobrak Pintu
Malaysia: Aliran Sesat Kumpulan Zikir Asmaul Husna Juga Berusaha Sebarkan Ajaran ke Indonesia

Fakhrudin lalu meminta semua orang mengemudi sambil mengikuti aturan agar tidak terjadi kecelakaan.
Ia turut mengimbau masyarakat untuk melapor ke pihak berwajib jika menemukan pelanggaran, sekalipun itu kendaraan PDRM.
Baca juga: Terungkap, Pengebom Bunuh Diri di Masjid Pakistan Kenakan Seragam Polisi
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 
",http://www.kompas.com/global/read/2023/03/05/201200070/mobil-polisi-malaysia-putar-balik-tajam-ringsek-ditabrak-mobil-warga
"Mobil Siaga Desa di Bojonegoro Tercebur ke Sungai, 8 Penumpang Dilarikan ke RS","Kompas.com - 03/03/2023, 20:31 WIB","Kontributor Tuban, Hamim",Regional,"BOJONEGORO, KOMPAS.com","
BOJONEGORO, KOMPAS.com - Sebuah mobil siaga milik Desa Mulyorejo mengalami kecelakaan tunggal dan tercebur ke sungai saat melintas di Jalan Raya Sumberrejo, Kabupaten Bojonegoro, Jawa Timur. 
Akibatnya, delapan penumpang mobil siaga Desa Mulyorejo, Kecamatan Balen, Bojonegoro, itu terpaksa dilarikan ke rumah sakit.
Baca juga: 2 Oknum Guru SMP di Bojonegoro Jadi Tersangka Korupsi Dana BOS
Kepala Desa Mulyorejo M Subekhan mengatakan, kecelakaan mobil siaga desa tersebut terjadi pada Jumat (3/3/2023) pukul 10.00 WIB.
Mobil siaga jenis Gran Max dengan Nomor Polisi S 1352 DU yang dikemudikan oleh Manan (33), sedang mengangkut rombongan warga menuju Kabupaten Jombang untuk menghadiri hajatan keluarga.
Saat perjalanan, pengemudi mobil siaga berusaha mendahului truk yang ada di depannya, nahas mobil siaga justru oleng dan tercebur ke sungai.
""Mau nyalip dump truk di depannya tapi ban depan justru tergelincir dan masuk ke dalam sungai,"" kata Subekhan saat dihubungi Kompas.com, Jumat.

Para penumpang mengalami luka ringan dan sudah mendapatkan penanganan dari tim medis Rumah Sakit Sumberrejo.
""Alhamdulillah para penumpang semuanya selamat dan telah dibawa ke IGD tadi di RS Sumberrejo,"" terangnya.
Sementara itu, bodi dan kaca bagian depan mobil siaga itu rusak. Mobil itu telah dibawa menggunakan mobil derek Dinas Perhubungan Bojonegoro ke bengkel.
Menurutnya, mobil siaga yang mengalami kecelakaan tersebut adalah milik desa yang bisa dipakai warga membutuhkan.
Baca juga: Bengawan Solo Siaga 1, Warga Bojonegoro Diminta Waspada Luapan Air
Sedangkan untuk mobil siaga yang berpelat merah bantuan dari Pemerintah Kabupaten Bojonegoro, khusus digunakan warga yang sakit.
""Mobil yang kecelakaan itu memang aset desa, bukan mobil siaga yang bantuan dari Pemkab,"" ujarnya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://surabaya.kompas.com/read/2023/03/03/203115778/mobil-siaga-desa-di-bojonegoro-tercebur-ke-sungai-8-penumpang-dilarikan-ke
"Tabrakan Moge Vs Bus di Jalan Hutan Baluran Situbondo, 1 Orang Tewas","Kompas.com - 03/03/2023, 19:00 WIB","Kontributor Situbondo, Ridho Abdullah Akbar",Regional,"SITUBONDO, KOMPAS.com","
SITUBONDO, KOMPAS.com - Sebuah motor gede (moge) terlibat kecelakaan dengan bus di Jalan Hutan Baluran, Kecamatan Banyuputih, Kabupaten Situbondo, Jawa Timur, Jumat (3/3/2023) pukul 12.00 WIB.
Akibat kecelakaan itu, pengendara moge berinisial SN tewas di tempat. Saat peristiwa itu, SN sedang berkonvoi bersama sejumlah pengendara moge lainnya.
Baca juga: Dampak Banjir di Situbondo, 100 Hektare Lahan Pertanian Rusak
Rombongan moge itu pun sempat berhenti karena salah satu anggotanya terlibat kecelakaan. 
Kanit Laka Satlantas Polres Situbondo Ipda Kadek Yasa mengatakan, korban merupakan warga Jakarta Barat. Sementara pengemudi bus berinisial KA (57), berdomosili di Desa Wringinputih, Kecamatan Muncar, Banyuwangi.
""Kita langsung olah TKP, korban tidak bisa diselamatkam karena langsung meninggal dunia,"" kata Kadek Yasa saat dikonfirmasi, Jumat.
Kadek Yasa menjelaskan, rombongan moge itu berkonvoi menuju Pulau Bali. Di sekitar lokasi, pengendara berinisial SN mengendarai kendaraannya terlalu ke tengah sehingga tertabrak olhe bus angkutan umum.
""Pengendara ke tengah sehingga ditabrak (bus), ini baru olah TKP awal dan akan melakukan pemanggilan saksi-saksi lain,"" tuturnya.
Kadek Yasa menambahkan, korban sudah dievakuasi dari lokasi kejadian dan akan diserahkan kepada keluarga di Jakarta Barat. Proses pengiriman jenazah masih dipertimbangkan.
""Motornya kami amankan di kantor, kondisi kerusakan dibagian depan kendaraan karena ada benturan keras,"" katanya.
Baca juga: Pemkab Situbondo Ajukan Dana Perbaikan Rp 5 M untuk 2 Jembatan yang Hancur akibat Banjir
Korban mengalami luka di bagian hidung dan dagu. Korban juga mengalami patah tulang tangan kanan, patah tulang kaki, dan luka di bawah alat kelamin.
""Untuk pengendara bus selamat tidak ada luka,"" katanya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://surabaya.kompas.com/read/2023/03/03/190011978/tabrakan-moge-vs-bus-di-jalan-hutan-baluran-situbondo-1-orang-tewas
